X	Y	N	BB	BW
0.2475 0.5794746 NA 0.1589196 0.7177967
0.1818182 0.8465477 NA 0.4249072 0.9402455
0.1355014 0.7097238 NA 0.2748623 0.7778839
0.1884058 0.8549885 NA 0.6533966 0.9017866
0.0726257 0.8861046 NA 0.2495154 0.935958
0.1100244 0.7663311 NA 0.1774404 0.8391335
0.1363636 0.8051649 NA 0.5552444 0.844626
0.0860215 0.6731357 NA 0.12728 0.7245103
0.1056911 0.6838284 NA 0.06111188 0.7574222
0.1076923 0.6402417 NA 0.1422002 0.7003502
0.2421875 0.7027754 NA 0.1659249 0.8743461
0.1233279 0.7102088 NA 0.535345 0.7348082
0.1710526 0.6798924 NA 0.1589251 0.7873936
0.2227307 0.8582918 NA 0.4895989 0.9639427
0.1900739 0.7163196 NA 0.374198 0.7966089
0.2857143 0.5206021 NA 0.2290576 0.6372199
0.1818182 0.6852222 NA 0.2540028 0.7810487
0.5125 0.3617031 NA 0.03905580 0.7008964
0.0952381 0.6722138 NA 0.2461441 0.7170632
0.3888889 0.3246017 NA 0.0717254 0.485523
0.2363636 0.5140766 NA 0.2811162 0.5861834
0.3636364 0.6044223 NA 0.2488821 0.807588
0.06944444 0.2275773 NA 0.06881015 0.2394256
0.2448980 0.7840905 NA 0.2737864 0.9495946
0.16 0.8320642 NA 0.1229334 0.9671367
0.1619718 0.6105916 NA 0.1482105 0.6999593
0.1268870 0.8859365 NA 0.4907987 0.9433607
0.163522 0.6409329 NA 0.02921183 0.7605174
0.2769231 0.6239876 NA 0.04118546 0.8471885
0.5098039 0.6410447 NA 0.3462479 0.9476333
0.1 0.6663067 NA 0.350745 0.7013691
0.1734417 0.9595903 NA 0.8760895 0.9771118
0.1037528 0.577472 NA 0.2397159 0.6165719
0.2914692 0.6592601 NA 0.1943911 0.8504939
0.2580645 0.5270739 NA 0.05405667 0.6916016
0.4025974 0.6080353 NA 0.2698379 0.835951
0.1113445 0.6542298 NA 0.08124555 0.7260222
0.2971246 0.6606679 NA 0.1531704 0.875201
0.1395349 0.8969827 NA 0.3828111 0.980362
0.1021127 0.8514082 NA 0.1298954 0.9334626
0.2282609 0.8544836 NA 0.4363047 0.9781704
0.06382979 0.5198661 NA 0.0992504 0.5485444
0.125 0.8299804 NA 0.3858625 0.8934258
0.1365915 0.8047083 NA 0.1926294 0.9015394
0.08527132 0.559768 NA 0.08045506 0.6044497
0.1887396 0.8087679 NA 0.3707247 0.9106785
0.06818182 0.923755 NA 0.2242835 0.9749358
0.06617916 0.7512054 NA 0.3069251 0.7826912
0.1648069 0.2340332 NA 0.01982702 0.2763021
0.2802198 0.5493558 NA 0.1587626 0.7014188
0.2375691 0.8700888 NA 0.8483575 0.8768601
0.2742616 0.6632791 NA 0.1383421 0.8616565
0.06875 0.8588134 NA 0.4616846 0.8881317
0.0734767 0.5972231 NA 0.07249386 0.6388361
0.7389937 0.1262839 NA 0.0447931 0.3570108
0.2112676 0.7384813 NA 0.09338448 0.9112752
0.2441860 0.8048975 NA 0.381193 0.9417867
0.2297297 0.7900855 NA 0.3846168 0.9110148
0.275 0.59831 NA 0.03867918 0.8105837
0.1351981 0.5995961 NA 0.2069502 0.6609801
0.2222222 0.6194998 NA 0.0621069 0.778755
0.1170213 0.4733333 NA 0.128008 0.5190993
0.15625 0.7003034 NA 0.09437278 0.8125128
0.1703704 0.803615 NA 0.2481319 0.9176874
0.2149533 0.2335491 NA 0.06216401 0.2804759
0.2745098 0.4443626 NA 0.07925326 0.582512
0.3516483 0.4691706 NA 0.0935219 0.6729122
0.2292683 0.6550454 NA 0.05769748 0.8327375
