X Y BB BW
0.2475 0.745046760327508 0.562507115061072 0.805084716744044
0.18181818 0.57625422790355 0.455718553381508 0.603039933025512
0.13550136 0.667916951929733 0.76286480750887 0.653034842271287
0.1884058 0.749100842636133 0.637738691684458 0.774952771025678
0.072625698 0.711801453248687 0.7217501060821 0.711022341885963
0.11002445 0.644369521929747 0.270696799442484 0.690565325591616
0.13636364 0.442589426799336 0.256794938076135 0.471925399608812
0.086021505 0.807020786695576 0.567220537642619 0.829590221792525
0.10569106 0.467292259492585 0.252495981686166 0.492677274972152
0.10769231 0.722492064460136 0.56388413096281 0.741634401721236
0.2421875 0.375171624059108 0.415477030497944 0.362290514784841
0.1233279 0.78825232486764 0.456290859183768 0.834951781190835
0.17105263 0.686974058296329 0.526086782863713 0.720173019523847
0.22273074 0.684720296280974 0.445658247417376 0.753224828480414
0.19007392 0.59854590485665 0.328467965231925 0.661927951635529
0.28571429 0.492142553657595 0.541637399280108 0.472344614992833
0.18181818 0.588480319308829 0.326548755218 0.646687332839816
0.5125 0.48373733553706 0.314012739905306 0.662165756585828
0.095238095 0.822564593004057 0.631204583270445 0.842707751867726
0.38888889 0.594230755023423 0.49238498356037 0.659041700802924
0.23636364 0.590254731094067 0.446311309459439 0.634808648211916
0.36363636 0.792550444332174 0.841689004080225 0.764471267774532
0.069444444 0.733065953708096 0.430092515403197 0.755675911635048
0.24489796 0.760089066399139 0.785741301829509 0.751769422439049
0.16 0.683932965568336 0.496718599357079 0.719592844846671
0.16197183 0.653056535332004 0.383553212226229 0.705145412528726
0.12688698 0.63220964404474 0.696949480858547 0.62280119154108
0.16352201 0.475681019138825 0.449182566844763 0.480861167609934
0.27692308 0.650996233458681 0.451057207385578 0.727568627599492
0.50980392 0.454854868242431 0.412582899000002 0.498817715978605
0.1 0.799798679552797 0.68078144645706 0.813022816563434
0.17344173 0.723096235142103 0.575689184036925 0.754027549830758
0.10375276 0.725638789465983 0.523671026151395 0.749019294241558
0.29146919 0.775557371568606 0.659748757954296 0.823197703264535
0.25806452 0.750194526119686 0.610339535611015 0.798839741193137
0.4025974 0.769860569028414 0.5931998495453 0.888914530872624
0.11134454 0.733863316365408 0.471177020862999 0.766776730003827
0.2971246 0.712992916153915 0.565164557944255 0.775483994660436
0.13953488 0.713447538009859 0.780928600165144 0.702504663404889
0.10211268 0.697698737700013 0.817797051958378 0.684040497451778
0.22826087 0.524881765865935 0.227211386816070 0.612925117633199
0.063829787 0.615708321019547 0.501273215860483 0.62351071452256
0.125 0.662638568364529 0.404447345078799 0.699523028833919
0.13659148 0.60631305517836 0.378842220983029 0.642299007575001
0.085271318 0.712529873602533 0.33666389673843 0.74756822745461
0.1887396 0.684419775182047 0.524893715182474 0.721533487072699
0.068181818 0.525501489134325 0.333605597746985 0.539542651878582
0.066179159 0.544075290625353 0.421101665171428 0.552790336118455
0.16480687 0.669911057498728 0.615096007010142 0.680727593908595
0.28021978 0.707016202123919 0.589789914595102 0.752653917066324
0.23756906 0.507689478149139 0.216350822896859 0.598468913818353
0.2742616 0.475671092010716 0.422057506664205 0.49593203961783
0.06875 0.59373258045978 0.610630370497409 0.592485092604653
0.073476703 0.766071951777199 0.301216926584983 0.80293666390554
0.73899371 0.198451644613543 0.0974602665794208 0.484391087419494
0.21126761 0.679694993490904 0.430011287035683 0.746574559472384
0.24418605 0.467825996979075 0.518872471886185 0.451334058620446
0.22972973 0.6664137961571 0.369738995683961 0.754895754328091
0.275 0.669069160613949 0.60582148330453 0.693059658903728
0.13519814 0.711422967935359 0.597917214315817 0.7291678034618
0.22222222 0.70951641607576 0.532649279602387 0.760049882989865
0.11702128 0.739786992797656 0.394188231453509 0.785589239786017
0.15625 0.599345035276726 0.277606687538886 0.658926210783734
0.17037037 0.71643948280593 0.755728458087972 0.708371211117367
0.21495327 0.715560423771702 0.537471134216778 0.764322967043244
0.2745098 0.744402671989031 0.606945192890052 0.79641360900233
0.35164835 0.537516017653495 0.454780155376247 0.582389705343843
0.22926829 0.612523403160846 0.464162768372615 0.656655996383475
0.19444444 0.612625317070175 0.747065854464334 0.580174153792367
0.42268041 0.568247653938074 0.378444752316391 0.707210491275089
0.22295082 0.593554680564289 0.367654533862555 0.658369912652008
0.32200772 0.589235468648042 0.348166357457346 0.703729567101408
0.19127086 0.529263215600815 0.434141546940391 0.551760245161682
0.21818182 0.745170749556634 0.6213825245908 0.779716301078108
0.076923077 0.807475037147222 0.79705205415047 0.808343619064559
0.28787879 0.77263174067915 0.753279949805491 0.78045480515583
0.43859649 0.552721058742029 0.491174431203105 0.600804361266998
0.39316239 0.616758681189159 0.479416529437123 0.705740919173013
0.5112782 0.678596204978057 0.639476115337588 0.7195218379562
0.29543635 0.632938569309692 0.367480733982054 0.744249866661036
0.58333333 0.674022284162469 0.606497896805552 0.768556425165685
0.46564885 0.310641175771210 0.158336342789799 0.443363956151183
0.32835821 0.718928904608326 0.564731492250333 0.794314306562695
0.19277108 0.739631750097699 0.509894467390713 0.7944943832448
0.26277372 0.624578597196641 0.284495829114148 0.745796215859033
0.44936709 0.591370565358364 0.494085456784995 0.670764160158117
0.27472527 0.569184877422793 0.393588882933522 0.635698510121651
0.12541806 0.56187901390267 0.347763385460209 0.592583931883179
0.1835443 0.659066368447947 0.360515567808595 0.72618243820873
0.21111111 0.781669600996337 0.645109855800182 0.818213757917698
0.10652921 0.727723061551244 0.368949582753375 0.7704998995778
0.10126582 0.561425300916793 0.462357469727643 0.572587873103589
0.37254902 0.549557821057668 0.379596785532671 0.650472186069933
0.10169492 0.812009739577562 0.612806454008018 0.834561056096591
0.58426966 0.554056523505375 0.336044845768707 0.860451310152972
0.41142857 0.475071622700142 0.416398154318162 0.516086085793157
0.39572193 0.450969125464101 0.286590554071911 0.558615271752283
0.32820245 0.553111735859105 0.374942769964933 0.640155058837037
0.28975265 0.491860715146052 0.516483629165611 0.481815546251174
0.25217391 0.790977678393099 0.588316233580043 0.859317001703894
0.46491228 0.541913197128439 0.471053266560978 0.603480021874034
0.28775835 0.723356752594686 0.580984863664521 0.780877539036938
0.37288136 0.539070926589168 0.342684995936212 0.655840941441125
0.37704918 0.402166841963643 0.263887686563415 0.485862120115373
0.20192308 0.707426681000318 0.639856892670183 0.7245226518681
0.046218487 0.780289063510247 0.30128484646575 0.803500721396948
0.4375 0.494648442471536 0.294589918892131 0.650249516366628
0.43956044 0.529042646093581 0.357258811300782 0.663775065779319
0.43434343 0.8135977308517 0.804549366430369 0.820545581980967
0.36945813 0.683992673996908 0.610651071277871 0.726966269694493
0.30718954 0.566622238272492 0.42197750120926 0.630757168108677
0.27906977 0.452150146728332 0.369834993471191 0.48401407742657
0.17605634 0.644499238986375 0.591632039391757 0.655795649309719
0.29652997 0.861396436837965 0.759287837445253 0.90443773017446
0.59322034 0.749328780226763 0.741505071004393 0.760738356224136
0.18394649 0.706026017205349 0.415630139442341 0.77148410514982
0.2970297 0.656885173567105 0.558232302855333 0.698569484542486
0.098360656 0.771536936299682 0.515173505289069 0.799503856129008
0.28813559 0.536285630810505 0.5503160776976 0.530606640492986
0.30837004 0.538208503989351 0.808553549603938 0.417672498681004
0.43209877 0.425981326402816 0.450159985613568 0.407584520139137
0.18421053 0.633637749469441 0.529072246848444 0.657249315156272
0.62162162 0.480105743466334 0.484709518968695 0.472542398050313
0.27659574 0.596150294039951 0.412757006804853 0.666271255165926
0.14741036 0.537369765357784 0.28559884838893 0.5809002514987
0.054945055 0.672940403933702 0.457056067715847 0.68549181884337
0.021276596 0.634999538370555 0.590697295351024 0.635962630621918
0.4 0.598857202123328 0.669272432952137 0.551913714904122
0.008264463 0.675369284712417 0.482960278934174 0.676972693131088
0.015151515 0.667995450306694 0.252329362513002 0.674390313130895
0.31155779 0.660046844567187 0.78805788106397 0.602114842363912
0.48461538 0.481230477230274 0.330957565170503 0.622531869541034
0.35664336 0.621947888764934 0.388032456001914 0.751618402302275
0.2962963 0.498353266132857 0.364746449374551 0.554608768925104
0.10532838 0.57780208102053 0.517572774557946 0.584892789093094
0.060509554 0.344493659041324 0.574607470667236 0.329672769515509
0.13300493 0.274542060283318 0.590984234753335 0.225996952334281
0.0625 0.230072624368985 0.654488161969509 0.201778255195616
0.35483871 0.295755480130088 0.315563037997986 0.284861323287393
0.10614525 0.387653003174661 0.501477857657097 0.374136301903842
0.40594059 0.384809702092589 0.301438155782810 0.4417802577786
0.078947368 0.343340626194286 0.462350161328026 0.333139808956176
0.26315789 0.374369215931162 0.739059684502504 0.244122623194565
0.021505376 0.455816854137726 0.684462891984371 0.450791666574915
0.3968254 0.258743762274434 0.227931662666794 0.279014880706215
0.17615176 0.389720248219415 0.510990520997326 0.363790749376875
0.29365079 0.417062328825699 0.407152475182632 0.421182155548619
0.26282051 0.393649987416221 0.84169587691681 0.233911890006663
