X Y BB BW
0.772442758 0.503035679679865 0.402713280391212 0.84357993181887
0.636181653 0.54632525598585 0.398487530015821 0.804837916655417
0.664928317 0.531760941495428 0.477404435946776 0.639627949023088
0.273834199 0.636857512434748 0.269846925958629 0.775255726497997
0.263613105 0.621805931572734 0.639407734724061 0.615504806425307
0.334192693 0.367800172003181 0.403928151356054 0.349666236575246
0.632175267 0.636894032617036 0.474407181211572 0.916157930488849
0.337903589 0.877966192141257 0.806387936987687 0.91449644500008
0.172718108 0.786674357760204 0.517506787466607 0.842870575670492
1 0.567711575047767 0.567711575047767 0.882588433910076
1 0.616427134103051 0.616427134103051 0.780519301684991
0.703131855 0.649854652210285 0.59505569709772 0.779645913446345
1 0.401723603368282 0.401723603368282 0.913541755852708
0.697106659 0.849923245527409 0.828370854548524 0.899525905061452
1 0.477517904241305 0.477517904241305 0.704448787097622
0.804349184 0.542184760289564 0.475870104705651 0.814814030111578
1 0.714074560748503 0.714074560748503 0.886851147783713
0.666726053 0.60340517059688 0.507463104625417 0.795340590504814
0.808176458 0.504297542501584 0.4403872360857 0.773559618106904
0.396879852 0.737597380329573 0.579746063725616 0.841470559462338
0.428218067 0.697054403475881 0.565720985998396 0.7954124293576
0.443671674 0.652138526906055 0.393349001539206 0.858523096174195
0.278767496 0.845248381068149 0.664700711674324 0.91503284228754
0.476421297 0.881987200088353 0.841144629479258 0.919151183938168
0.675166428 0.547698521138095 0.504159622172046 0.638194102345938
0.702823937 0.432236658769425 0.31177396062793 0.717131972728302
0.66499722 0.407677830308888 0.297116576709534 0.62714743077992
0.521258056 0.56938930991478 0.395940240795384 0.75824204303604
0.406641662 0.698145073226119 0.542057040453283 0.805115672609618
0.237979084 0.73835102541176 0.237363277847091 0.894809467374872
0.61617732 0.625776750312266 0.447565571319572 0.91187158625515
0.253912896 0.825181950330098 0.614418209370491 0.896910347124432
1 0.57236900243646 0.57236900243646 0.698616196768158
0.675042212 0.599323130129664 0.574713450867721 0.650445377200083
0.859452546 0.458162497568284 0.404119520550773 0.788637172627992
