X Y BB BW
0.2475 0.598059222340862 0.635269968354969 0.585820471990707
0.18181818 0.601541706473028 0.210855448439555 0.688360873863788
0.13550136 0.771502845510144 0.263247730465491 0.8511666600368
0.1884058 0.71572727525116 0.434508436956014 0.781010221092897
0.072625698 0.79015500492139 0.790899210874253 0.790096723732591
0.11002445 0.654286264920611 0.560506354691841 0.665879935155675
0.13636364 0.583076021195386 0.405819784288655 0.611063848939582
0.086021505 0.788429022539067 0.631573526172827 0.803191892714634
0.10569106 0.76855031986823 0.271317523022032 0.82731419777986
0.10769231 0.489731074303803 0.109332647084960 0.535641230415496
0.2421875 0.881854095865587 0.670009227614569 0.949557094997356
0.1233279 0.756464346449383 0.43739625690281 0.801349996900437
0.17105263 0.744835630553582 0.224301889234672 0.852247353756635
0.22273074 0.891172149037996 0.78801174603411 0.9207333244018
0.19007392 0.79037880449341 0.598619820799748 0.835380913483247
0.28571429 0.77080805207264 0.648040594774556 0.81991503602312
0.18181818 0.587553846634654 0.30114899918075 0.651199367513188
0.5125 0.876607524673637 0.954123772679716 0.795116084462117
0.095238095 0.68033688308859 0.367741653709927 0.713241643984897
0.38888889 0.601624401178307 0.451464440653184 0.697180740141052
0.23636364 0.650985134868636 0.444767097392788 0.714814528706625
0.36363636 0.522253939795076 0.076437994768256 0.777005904378585
0.069444444 0.899018229387787 0.458667143656468 0.931880250485007
0.24489796 0.769667293474224 0.781725154583588 0.76575663579987
0.16 0.675560533646796 0.419381390868848 0.724356560842595
0.16197183 0.845027211324713 0.598594219986077 0.892657116867736
0.12688698 0.819563735446356 0.508339150799492 0.864793100652243
0.16352201 0.67774588714228 0.475983606546921 0.717188136740668
0.27692308 0.704867262090319 0.658128294436859 0.722767292530534
0.50980392 0.812013856418777 0.70796634684856 0.920223265692581
0.1 0.803434400889386 0.437403038662499 0.84410455224793
0.17344173 0.632562149679221 0.418730386407909 0.677431764196207
0.10375276 0.79635883765705 0.688904418179045 0.808798142457632
0.29146919 0.722823173694822 0.652220918399226 0.75186691021657
0.25806452 0.835534681593474 0.658593215080307 0.897079540755374
0.4025974 0.581677101757747 0.220981861250129 0.824754326431261
0.11134454 0.688703950661938 0.284249909910924 0.7393802263904
0.2971246 0.759220654498537 0.707184255622222 0.781217859410767
0.13953488 0.899652860171361 0.808069785838043 0.914504169062453
0.10211268 0.790360420858773 0.604767997710422 0.811467011065852
0.22826087 0.675688914767515 0.238434672988678 0.80501763448609
0.063829787 0.626361471993018 0.138915095670834 0.659596452066633
0.125 0.517018805301777 0.519273903555406 0.516696648408401
0.13659148 0.762989814638526 0.466797226185455 0.809847568627143
0.085271318 0.79057175987082 0.337346128966938 0.832821606911864
0.1887396 0.636801236162191 0.55533751543609 0.65575375752815
