Xnew Y W1new W2new
0.441075467270926 0.421959995598075 0.656959255068141 0.236510257557458
0.361288280777595 0.614025647718477 0.181590823072866 0.858633081154612
0.0815707749325243 0.798376606991075 0.434717786659364 0.830675156488262
0.845391210701012 0.292255680742853 0.184540746565514 0.881234218299748
0.550739170876041 0.249328879205361 0.257920683400835 0.238796371556806
0.251580005055264 0.718709885129667 0.516569208510501 0.786659101865224
0.03912221477223 0.874879483574504 0.323885236129513 0.897313257794496
0.083129208168135 0.151369073233698 0.256415846441847 0.141844879470295
0.055008781828788 0.853049190916182 0.694495402895658 0.862278748361412
0.108138180229621 0.708553972083764 0.29684432071009 0.758473737114162
0.9977447579608 0.166859444685766 0.166802322545383 0.192130930025392
0.677279528209936 0.275229272337446 0.102619515144052 0.637477921355357
0.426409429737334 0.642574790166694 0.322148915597407 0.880780614201786
0.00255969265297035 0.828452528254686 0.561089316071968 0.829138652170932
0.719193608135778 0.129701020723447 0.109922423050682 0.180357421134091
0.0119076714300993 0.723229762558224 0.206279901752407 0.729459614678643
0.756752813315093 0.293122821998974 0.312124021361215 0.234009245929695
0.999915006139084 0.155880824687343 0.155878781717679 0.179915454976454
0.694809516809531 0.427834758230375 0.23790315144076 0.860241059242028
0.353521702418786 0.215828948214656 0.368229405003911 0.132489926417455
0.414646234497856 0.591382016636582 0.488209117732245 0.664466459847112
0.106303148924007 0.783694032817116 0.491765239762986 0.818418279552321
0.372119387670141 0.382493125810873 0.388704541667953 0.378811871413283
0.925209125098275 0.182116728411836 0.183312660646271 0.167322311074793
0.970721356336555 0.449221719253768 0.456271130958856 0.215501381303759
0.926557444633864 0.145463929657032 0.141558544658008 0.194734594695404
0.00123362285312366 0.883983862670907 0.570559007757688 0.88437098830169
0.143909698183779 0.670110439873752 0.338064404220948 0.725927734699472
0.77197411790307 0.238221667054553 0.231134903580457 0.262213671520858
0.921215935412795 0.395502305005828 0.410947461681888 0.214903290097365
0.0397535991640939 0.172740402653989 0.2766691793541 0.168437816435541
0.701749756173766 0.242505800158204 0.242560926705415 0.242376093504597
0.461945561639134 0.249448815088853 0.313969202903558 0.194054965208092
0.523236409493828 0.573094537750647 0.457725516340643 0.699709224214642
0.712685775715688 0.263818512761966 0.253622287116004 0.289110351347284
0.721312597060083 0.343776779927104 0.242764480211701 0.605221837988938
0.149965804895745 0.670926786096202 0.297008187629258 0.736894724689198
0.0168863400041435 0.839915936083225 0.419649696503262 0.847134591364487
0.865725123310847 0.394009200686505 0.421234117540324 0.218479011558399
0.421442104760262 0.57909696964876 0.329605871559818 0.760835140301471
0.334822136250177 0.600304385054175 0.290711406891126 0.756140271913442
0.0297008817255259 0.894125334820711 0.395294395611495 0.909394563090065
0.290828561070079 0.658759387242245 0.410591687593401 0.7605320349138
0.0586306250471599 0.698870388843119 0.465923630124202 0.713378842623108
0.0491553224248099 0.678826485211577 0.262322916169397 0.700358253449017
0.642441462775878 0.543009238402882 0.5153549668962 0.592696908502109
0.99118206074376 0.154162700049486 0.154433783035682 0.123691567840181
0.34548792891508 0.575079745901788 0.115656276830033 0.817589043799807
0.307936372270572 0.248866658251487 0.289443697463997 0.230811748627677
0.744737906575434 0.218685259836867 0.220277600819892 0.214039537965895
0.984032964049988 0.159625485546667 0.160774000178693 0.0888436409296847
0.00165747774026567 0.814760800494321 0.433236641910895 0.815394218170245
0.290939574806161 0.640061487712863 0.304021087405736 0.777944590068097
0.96262584942043 0.219521272002932 0.198066121854971 0.7721300086658
0.959431510101976 0.138642805467513 0.137201052728164 0.172739785941382
0.0376730273675926 0.831822051257124 0.565081605786875 0.842264364928075
0.552590946546792 0.214670837676496 0.212645131195464 0.217172769752165
0.962407075593712 0.146972519446825 0.147727851924882 0.127635441185736
0.845682461012614 0.503043192684064 0.544491413620036 0.275900939666454
0.829933352935503 0.201768668810447 0.193654631105266 0.241365559998361
0.37268183042434 0.559433603436749 0.28921607048696 0.719966439366875
0.0586301426444156 0.365360275877778 0.507606573173502 0.356500930493047
0.127611009067334 0.733239446031728 0.324685138812922 0.793001808859415
0.0537114014214972 0.817955407873737 0.44193699941971 0.83929823680424
0.055164739798231 0.846186153568621 0.494261686616563 0.866733462147998
0.00437363281746996 0.859735445418174 0.429473575556089 0.861625519341648
0.09160192832688 0.845133801624724 0.700130953945263 0.859755739819576
0.0628515599778933 0.823003301576781 0.367146359902858 0.853576174226798
0.326143578658111 0.612696442869519 0.324200132861656 0.752327402812373
0.989307387070938 0.450576360252273 0.45353497255769 0.176838123523222
0.237083590769785 0.307416339814872 0.412219148771982 0.274847861840487
0.140188935871674 0.717972755503837 0.19238130602239 0.803668449686086
