X.1.4 Y.1.4 X.1.10 Y.1.10 X.05.05 Y.05.05 BB BW X.4.1 Y.4.1 X.1.1 Y.1.1 X.05.2 Y.05.2 X.2.05 Y.2.05
0.0142442546239969 0.755547395503358 0.0300425440699971 0.750018936607557 0.127611009067334 0.715875794078871 0.410591687593401 0.7605320349138 0.97271888136239 0.420138451724735 0.303852753480896 0.654201696826435 0.577701948010447 0.558370814579353 0.348948577981255 0.63842084833808
0.382574843446716 0.420020997352804 0.0356390632207269 0.6202018906987 0.307936372270572 0.463087168931532 0.0637685539393384 0.640765522126074 0.708475933788261 0.231977056296981 0.760134312789887 0.202170328231601 0.701666246919496 0.235906224974560 0.207023259835966 0.521313728856587
0.196418584335107 0.767698041432828 0.0355839529875393 0.858797422274 0.861474185725806 0.390999608986911 0.312536309104519 0.878952758583633 0.855154742711642 0.394579045461679 0.27879192517139 0.721040426184607 0.666992783235082 0.501157074475425 0.320676375878238 0.697316384326852
0.717829843318359 0.527840511726587 0.0833499292833012 0.747475003527626 0.0271051205620234 0.766944965785977 0.430163189571409 0.776327799266056 0.947544039205387 0.448321586766034 0.258945572655648 0.686690006175557 0.961087363364535 0.443633367244514 0.167293578258543 0.718416683043767
0.096425848060692 0.756571596375268 0.0876800272632843 0.759832710643177 0.523236409493828 0.597423810955717 0.419649696503262 0.792526564604107 0.983466088326999 0.425814809705347 0.622750785434619 0.560317202123905 0.7350887756286 0.51842896417163 0.210391505562677 0.714076438934874
0.500473024860834 0.579706059503841 0.0075300620018484 0.782886254599986 0.455725612689338 0.598149953869066 0.373812080054545 0.785989979740412 0.435917257467775 0.606314520120521 0.18100335681811 0.711384396291032 0.552509210786006 0.55825789368154 0.473336942697063 0.590890952855807
0.0681097780896604 0.775766087635088 0.0182042706908252 0.803498257202751 0.810791546588267 0.363062604345857 0.257920683400835 0.813614253371651 0.661802515445928 0.445854850947837 0.887802277226001 0.320268236511714 0.780871069651044 0.379689220990333 0.613169062637356 0.47288014795904
0.0316465176365631 0.778111697291716 0.0830077431708269 0.7642395493646 0.613426204939919 0.620978883592009 0.516569208510501 0.786659101865224 0.906357239342006 0.541861171750061 0.643135342746973 0.612954745730041 0.427560801922188 0.6711792504714 0.187400252367116 0.736044187688741
0.0598492059992404 0.836507494657323 0.0365830126094023 0.846272048925322 0.912237410552387 0.478769950689495 0.44193699941971 0.861625519341648 0.563728067717443 0.62503532096286 0.845983638195321 0.506575898349277 0.81871541971613 0.518020056603717 0.46746217348395 0.665437011632677
0.00232963900380482 0.789274993220651 0.179275607716185 0.683636271174134 0.290939574806161 0.616971634122111 0.193654631105266 0.790665813757465 0.933361601892936 0.233438499969212 0.0429385914467275 0.765030994496435 0.670649512030599 0.390280555434957 0.686670125496249 0.380716070043016
