X	Y	N	BB	BW
0.6236918 0.5954224 NA 0.6776247 0.4591808
0.2417666 0.2057423 NA 0.1557452 0.2216841
0.1474797 0.852278 NA 0.4661899 0.9190683
0.4422281 0.7177389 NA 0.4925524 0.8962774
0.4796122 0.4236974 NA 0.07784998 0.7424456
0.270547 0.4072663 NA 0.1199777 0.5138188
0.1687809 0.1908320 NA 0.1056639 0.2081255
0.3623050 0.4203408 NA 0.1006194 0.6019897
0.4676707 0.8175506 NA 0.6535748 0.9616093
0.5277864 0.513471 NA 0.6062022 0.4098267
0.02529579 0.7831353 NA 0.09074215 0.8011045
0.7784635 0.1037272 NA 0.03138631 0.3579282
0.3231892 0.6265111 NA 0.1961779 0.8320029
0.4074313 0.1789176 NA 0.1782938 0.1793466
0.07664774 0.5155657 NA 0.009009896 0.557615
0.9200537 0.1192858 NA 0.1041505 0.2934695
0.9167479 0.3080005 NA 0.2570536 0.8690135
0.5706571 0.4175746 NA 0.06945751 0.880271
0.1606728 0.864395 NA 0.689215 0.89793
0.09602695 0.8600678 NA 0.6441311 0.8830062
0.4196895 0.6339476 NA 0.185281 0.9584303
0.608613 0.4694188 NA 0.5584547 0.3309665
0.304011 0.7341222 NA 0.4787478 0.8456708
0.9988774 0.04126633 NA 0.04104643 0.2369316
0.8101989 0.5417772 NA 0.520233 0.6337424
0.6589482 0.2258437 NA 0.1367817 0.3979209
0.4770041 0.4468136 NA 0.1443114 0.7227141
0.7658826 0.3874965 NA 0.2213484 0.931027
0.968074 0.1379080 NA 0.1180348 0.7405139
0.3367897 0.2829096 NA 0.1403697 0.3552938
0.7536917 0.1690114 NA 0.09949917 0.3817157
0.3594391 0.85743 NA 0.87174 0.8494002
0.918945 0.1126724 NA 0.05596264 0.7556088
0.2344211 0.2067370 NA 0.004363958 0.2687039
0.9556173 0.01608973 NA 0.01025390 0.1417426
0.7828879 0.2148555 NA 0.0903158 0.6639351
0.7992218 0.07756018 NA 0.03918439 0.2303196
0.6216271 0.5459302 NA 0.6552748 0.3662885
0.5729622 0.3942662 NA 0.05877193 0.8444033
0.6623888 0.4138082 NA 0.2499778 0.735241
0.4412997 0.5094563 NA 0.2743116 0.6951897
0.2447816 0.4883389 NA 0.005277866 0.6449087
0.1867229 0.8769337 NA 0.4814434 0.9677355
0.1885708 0.82095 NA 0.1303784 0.9814343
0.3866979 0.3204798 NA 0.003046195 0.5206275
0.7652593 0.5127653 NA 0.4061213 0.8604268
0.1660961 0.5336957 NA 0.06635306 0.6267806
0.6492756 0.6323324 NA 0.5957638 0.7000298
0.873254 0.1380551 NA 0.03880403 0.8218747
0.808953 0.7761831 NA 0.7404325 0.9275623
0.3650467 0.4971072 NA 0.2844480 0.619369
0.2674214 0.4343616 NA 0.09517497 0.5581788
0.4501031 0.7702347 NA 0.8000255 0.7458502
0.4262815 0.6581443 NA 0.4480867 0.8142203
0.6314365 0.4978445 NA 0.3632326 0.7284665
0.2925948 0.2075458 NA 0.03693989 0.2781113
0.7230686 0.2629137 NA 0.2775473 0.2247051
0.9317346 0.3273209 NA 0.2879842 0.8642164
0.5621681 0.5711211 NA 0.4820207 0.6855244
0.6952795 0.281643 NA 0.1060451 0.682304
0.3840128 0.3336146 NA 0.01018674 0.5352429
0.6019532 0.5962806 NA 0.5867189 0.6107404
0.4521246 0.3600337 NA 0.1562980 0.528163
0.5193348 0.2180915 NA 0.2594534 0.1734020
0.6831124 0.8781288 NA 0.8404202 0.959417
0.4837723 0.6204885 NA 0.3189668 0.9030534
0.6821522 0.2122859 NA 0.07675883 0.5031485
0.3518246 0.3066873 NA 0.3022700 0.3090851
0.8201056 0.0507883 NA 0.007731552 0.2470762
0.4176597 0.3889583 NA 0.2275488 0.5047226
0.4828928 0.4621872 NA 0.04573138 0.8510882
0.8411841 0.04054586 NA 0.01088645 0.1976399
0.3186306 0.6710729 NA 0.3071942 0.8412344
0.4760033 0.6227888 NA 0.4042571 0.821305
0.08528152 0.7624436 NA 0.09610356 0.8245681
0.2978454 0.8079174 NA 0.5513634 0.9167445
0.1673744 0.7332453 NA 0.577765 0.7645
0.6273995 0.7377905 NA 0.7620477 0.6969452
0.1716609 0.5266649 NA 0.6132149 0.5087287
0.5186001 0.4995213 NA 0.2092225 0.812253
0.02246617 0.7197595 NA 0.05309097 0.7350812
0.4758132 0.2223272 NA 0.1291196 0.3069333
0.3482711 0.3707026 NA 0.1856316 0.4696009
0.3227679 0.5363546 NA 0.2223618 0.6860032
0.7657323 0.3902059 NA 0.2762427 0.7627081
0.1173407 0.08134395 NA 0.009947525 0.09083538
0.7681225 0.4162109 NA 0.3247594 0.7191553
0.4904602 0.2984672 NA 0.1316065 0.4590799
0.5751865 0.3657314 NA 0.04774291 0.7962797
0.8230719 0.05306001 NA 0.008982878 0.2581074
0.04906083 0.591691 NA 0.1112067 0.6164802
0.3853927 0.4403176 NA 0.4666101 0.4238307
0.3700035 0.619918 NA 0.3932539 0.7530403
0.6439441 0.588388 NA 0.4316401 0.871874
0.2630597 0.5966956 NA 0.7141251 0.5547777
0.1279512 0.6851836 NA 0.3866615 0.7289842
0.5784869 0.2790769 NA 0.2467834 0.3233967
0.1762638 0.420971 NA 0.05339942 0.4996243
0.8404961 0.1096872 NA 0.08070627 0.2624004
0.4487655 0.5711933 NA 0.1025644 0.9527087
0.4522754 0.2679718 NA 0.09423987 0.4114284
0.6445979 0.2613411 NA 0.01286509 0.7120057
0.6420972 0.304718 NA 0.07362785 0.7193064
0.1056142 0.4378968 NA 0.3120791 0.4527541
0.2614769 0.1089512 NA 0.2387397 0.06299914
0.4289929 0.3608194 NA 0.1100893 0.5491908
0.09270474 0.6823744 NA 0.8784673 0.6623382
0.08068738 0.5514311 NA 0.07247298 0.5934689
0.800824 0.2462149 NA 0.0982877 0.840984
0.5437102 0.3396754 NA 0.007832798 0.7350955
0.618317 0.2733095 NA 0.2646083 0.2874052
0.9859032 0.04493543 NA 0.03841597 0.5008949
0.779914 0.2335557 NA 0.04041162 0.9179957
0.3775527 0.701777 NA 0.2578502 0.971046
0.08050514 0.1543459 NA 0.2309278 0.1476408
0.5789789 0.7403098 NA 0.8407964 0.602123
0.626152 0.1670484 NA 0.01890312 0.4151746
0.9896061 0.03832968 NA 0.0376098 0.1068698
0.3475109 0.832352 NA 0.888725 0.8023282
0.1026845 0.4722857 NA 0.2635481 0.4961726
0.6614016 0.3103398 NA 0.0615602 0.7962937
0.5451482 0.6687681 NA 0.8072785 0.5027608
0.8796602 0.6689218 NA 0.6898165 0.5161857
0.05721449 0.2775534 NA 0.02765594 0.2927189
0.876188 0.08678395 NA 0.02257766 0.5411568
0.4806449 0.3087519 NA 0.07603505 0.5241232
0.7181575 0.2474905 NA 0.1436896 0.5119836
0.02268576 0.2638622 NA 0.04548087 0.2689314
0.08358373 0.8657728 NA 0.6518865 0.8852808
0.3593804 0.4195745 NA 0.2258198 0.5282688
0.8227928 0.1373598 NA 0.01321259 0.7137892
0.01694445 0.1893050 NA 0.2180379 0.1888098
0.2529449 0.8285877 NA 0.5360018 0.9276542
0.5893783 0.4171591 NA 0.1149069 0.8509912
0.5095228 0.7181237 NA 0.6257317 0.8141034
0.8678147 0.414427 NA 0.3713049 0.6975296
0.3550081 0.504898 NA 0.2130043 0.6655583
0.01060995 0.362545 NA 0.02502162 0.3661645
0.1580312 0.7388236 NA 0.3624837 0.8094598
0.2369694 0.2874428 NA 0.1228839 0.3385488
0.6129214 0.3468591 NA 0.2376753 0.5197468
0.4023742 0.5109035 NA 0.6205381 0.4370879
0.858874 0.2168664 NA 0.1765245 0.4623818
0.2339882 0.7480183 NA 0.1457644 0.9319844
0.6806434 0.1931092 NA 0.0546938 0.4881136
0.8696394 0.3146519 NA 0.2173423 0.963807
0.2961947 0.5140357 NA 0.1055365 0.6859516
0.3785485 0.6238684 NA 0.2109907 0.8753671
0.330605 0.6314228 NA 0.1494901 0.8694427
0.8094294 0.2225703 NA 0.06528484 0.8906244
0.7241681 0.3689756 NA 0.3288038 0.4744424
0.1209310 0.5268614 NA 0.01868646 0.5967696
0.4283882 0.4542205 NA 0.2977543 0.5714824
0.4464615 0.6184198 NA 0.4536395 0.7513248
0.0746228 0.06431875 NA 0.01665295 0.06816253
0.8507894 0.2425127 NA 0.1448833 0.7991894
0.06210702 0.7089315 NA 0.4704892 0.7247211
0.9407518 0.09763731 NA 0.05444891 0.7833898
0.7341048 0.5488091 NA 0.6758992 0.1979286
0.9152144 0.2966607 NA 0.2876256 0.3941893
0.3889661 0.782841 NA 0.6109506 0.8922615
0.295323 0.564764 NA 0.3282405 0.6638886
0.6560777 0.1034883 NA 0.03205328 0.2397602
0.8881433 0.2202174 NA 0.1724647 0.5993744
0.6715712 0.4562869 NA 0.2689973 0.8392568
0.9337265 0.8584018 NA 0.8547775 0.9094638
0.1777586 0.6628368 NA 0.3020233 0.7408403
0.9864646 0.8239145 NA 0.8220615 0.9589579
0.6679711 0.4006183 NA 0.1487686 0.907286
0.1852884 0.2484222 NA 0.005676298 0.3036295
0.8710613 0.1469616 NA 0.05415349 0.773938
0.6078374 0.2294739 NA 0.01725904 0.558399
0.6216512 0.8665524 NA 0.8490724 0.8952732
0.3050735 0.5257164 NA 0.1305299 0.6992037
0.5817949 0.1914345 NA 0.02318437 0.4254992
0.9076128 0.2382541 NA 0.2002945 0.6111693
0.7048144 0.2977038 NA 0.09292565 0.7866524
0.2261428 0.6712871 NA 0.3336244 0.7699616
0.1486812 0.2749130 NA 0.1005547 0.3053643
0.5062903 0.6517143 NA 0.5810674 0.7241614
0.1947013 0.7125841 NA 0.3806511 0.7928373
0.6699037 0.7821672 NA 0.7208601 0.9065849
0.382789 0.4422122 NA 0.1928408 0.5968702
0.4867785 0.3190808 NA 0.3406894 0.2985855
0.6776388 0.4896395 NA 0.3793390 0.7215033
0.4203886 0.6139524 NA 0.1850792 0.9250116
0.6489069 0.9586324 NA 0.9518563 0.9711564
0.2983243 0.9626895 NA 0.9822886 0.9543568
0.8122423 0.2421915 NA 0.1047034 0.836967
0.2717927 0.6674429 NA 0.7198037 0.6479
0.1713199 0.06817868 NA 0.004230824 0.08139916
0.5215982 0.2539898 NA 0.04637964 0.4803457
0.1463593 0.2866265 NA 0.03193034 0.330295
0.3631840 0.5906595 NA 0.606114 0.5818456
0.5219805 0.5490421 NA 0.23577 0.8911242
0.1490898 0.8648856 NA 0.2565193 0.9714788
0.3539812 0.4864417 NA 0.4386449 0.5126315
0.5443348 0.1688553 NA 0.1444040 0.1980648
0.7568013 0.400764 NA 0.2890723 0.7483331
0.5178091 0.4740621 NA 0.2048584 0.7631511
0.7159324 0.4232022 NA 0.4581787 0.3350514
0.3869282 0.1954832 NA 0.4401236 0.04108322
0.2241374 0.2025251 NA 0.1047777 0.2307632
0.9326635 0.8182956 NA 0.8712334 0.08506594
0.0698349 0.2500215 NA 0.3373182 0.2434674
0.5539781 0.0856936 NA 0.1267758 0.03466776
0.2871206 0.7963593 NA 0.9645268 0.7286279
0.4726254 0.4869092 NA 0.970291 0.05370947
0.2213212 0.3012091 NA 0.5166203 0.2399836
0.2073748 0.2812108 NA 0.9717283 0.1005504
0.8932524 0.5284464 NA 0.5823508 0.07738049
0.1380228 0.1524746 NA 0.5553076 0.08797157
0.9251059 0.9153263 NA 0.9563309 0.4088302
0.2787112 0.4621276 NA 0.2247605 0.553848
0.4976106 0.1653957 NA 0.2058078 0.1253681
0.8671637 0.8199004 NA 0.9053692 0.2619547
0.4510047 0.4598464 NA 0.9009371 0.09748626
0.9453223 0.8127355 NA 0.8360662 0.4093711
0.4532571 0.07894188 NA 0.01324847 0.1334026
0.09409116 0.05393359 NA 0.412754 0.01666513
0.3885679 0.2710201 NA 0.641471 0.03559674
0.1845845 0.3979709 NA 0.9225628 0.2792197
0.3865006 0.6206517 NA 0.9060416 0.4408579
0.1540310 0.4245862 NA 0.1872447 0.4678005
0.8619504 0.1292101 NA 0.147122 0.01737191
0.4218423 0.2931116 NA 0.2359637 0.3348086
0.2014281 0.2227392 NA 0.4054597 0.1766506
0.731218 0.2294577 NA 0.2575426 0.1530531
0.1227046 0.4463865 NA 0.8124756 0.3951827
0.972357 0.561154 NA 0.5661122 0.3867451
0.01482065 0.2271672 NA 0.7801391 0.2188485
0.7306398 0.8320901 NA 0.9488033 0.5155053
0.1981048 0.2800294 NA 0.3240977 0.2691426
0.8613308 0.6367996 NA 0.7305196 0.05466681
0.5604494 0.1726902 NA 0.1201028 0.2397418
0.6943923 0.3807128 NA 0.5164473 0.07230082
0.57547 0.7058734 NA 0.7882066 0.594267
0.8386922 0.8688504 NA 0.9798361 0.2917991
0.9237558 0.06962105 NA 0.07446909 0.01088346
0.64531 0.5189548 NA 0.6590831 0.2640106
0.3790730 0.3153395 NA 0.7359779 0.05854177
0.5725367 0.3647716 NA 0.6269135 0.01366338
0.5534696 0.557237 NA 0.8918634 0.1424712
0.223744 0.1185671 NA 0.4001644 0.03740088
0.7708279 0.4880121 NA 0.6246209 0.02852412
0.4437866 0.04315845 NA 0.02885195 0.0545732
0.1159997 0.09126009 NA 0.506333 0.03679365
0.6897327 0.3750478 NA 0.4566985 0.1935361
0.07839203 0.1642664 NA 0.6624441 0.1218914
0.5700222 0.332837 NA 0.347625 0.3132325
0.1808857 0.2648389 NA 0.9049306 0.1234870
0.4588342 0.4739678 NA 0.6780051 0.3009722
0.008500779 0.05932574 NA 0.6245778 0.05447946
0.1500323 0.2466599 NA 0.8346261 0.1428749
0.2941697 0.5775894 NA 0.7877446 0.4900028
0.7086202 0.3498304 NA 0.4658843 0.06759331
0.09949616 0.441574 NA 0.9307584 0.3875243
0.3836569 0.3747707 NA 0.8516956 0.0778979
0.8282544 0.717373 NA 0.790565 0.3643994
0.9644114 0.5877246 NA 0.605329 0.1106628
0.960009 0.218656 NA 0.2246141 0.07562884
0.6828615 0.6407632 NA 0.8764398 0.1333052
0.4404622 0.4241201 NA 0.9039141 0.04643131
0.4161029 0.1891861 NA 0.3561637 0.07019279
0.3865631 0.4145735 NA 0.9540779 0.07459959
0.2932358 0.428973 NA 0.8191012 0.2671092
0.73073 0.3695375 NA 0.4585083 0.1280935
0.9826081 0.4751839 NA 0.4815397 0.1160925
0.4466115 0.08972354 NA 0.1873891 0.01090265
0.2642111 0.1171821 NA 0.3571563 0.03101077
0.7624342 0.6104753 NA 0.663619 0.439918
0.1089658 0.1658592 NA 0.3569913 0.1424854
0.6231565 0.2179897 NA 0.2892146 0.1002107
0.01412356 0.1093751 NA 0.4649593 0.1042810
0.88431 0.4225261 NA 0.3953178 0.6305006
0.9229968 0.478176 NA 0.5069632 0.1331192
0.7876503 0.8954638 NA 0.9707381 0.616255
0.9673313 0.4859297 NA 0.5010933 0.03693105
0.03929076 0.03258235 NA 0.08206434 0.03055865
0.3526436 0.1450063 NA 0.2844840 0.0690266
0.08001842 0.3536656 NA 0.3957151 0.3500082
0.6558112 0.06365518 NA 0.08197665 0.02874578
0.8749968 0.2869112 NA 0.3232686 0.03241702
0.9161362 0.8665673 NA 0.8959618 0.5454579
0.463838 0.2732200 NA 0.4268729 0.1402937
0.8828903 0.9396366 NA 0.9764405 0.6621715
0.699973 0.2188182 NA 0.2657092 0.1094200
0.09447414 0.05763123 NA 0.1516591 0.04782123
0.311741 0.1000293 NA 0.2800087 0.01850919
0.7015705 0.4404241 NA 0.5528557 0.1761114
0.1017748 0.2564787 NA 0.9005411 0.1835023
0.2444223 0.1083449 NA 0.3080271 0.0437496
0.6073031 0.6095545 NA 0.813839 0.2936298
0.8326098 0.8092377 NA 0.9364573 0.1764387
0.6428877 0.2793543 NA 0.4182727 0.02926794
0.1086811 0.1342141 NA 0.6737127 0.0684315
0.5668697 0.4949843 NA 0.7812203 0.1203659
0.8768019 0.9384883 NA 0.9910911 0.5641135
0.05976405 0.4926649 NA 0.832127 0.4710877
0.5991111 0.4609093 NA 0.5735461 0.2925786
0.3382294 0.6297862 NA 0.9538817 0.4641418
0.1105778 0.2770284 NA 0.9229879 0.1967193
0.4196631 0.2278687 NA 0.4585203 0.06107601
0.7709149 0.4163547 NA 0.4841284 0.1882835
0.6323119 0.5698621 NA 0.757615 0.2469842
0.5260324 0.4904587 NA 0.8466148 0.09517916
0.1267733 0.8554133 NA 0.9317016 0.8443379
0.06842507 0.4476713 NA 0.9314514 0.4121372
0.616584 0.7298154 NA 0.7810073 0.6474919
0.9841739 0.3460157 NA 0.3508655 0.04442142
0.6426647 0.6658004 NA 0.9570142 0.1420547
0.9247033 0.2184165 NA 0.2161522 0.246224
0.8748307 0.8317982 NA 0.8988546 0.3631287
0.7440264 0.7100798 NA 0.914839 0.1149157
0.5589223 0.1687786 NA 0.1818639 0.1521972
0.4059559 0.3641224 NA 0.7596654 0.09381756
0.2573336 0.1274294 NA 0.2201646 0.09529674
0.5573423 0.4460187 NA 0.6488538 0.1906327
0.4660334 0.1568497 NA 0.02501802 0.2719092
0.04311043 0.3520059 NA 0.4796404 0.3462556
0.3287548 0.2966785 NA 0.723922 0.08742813
0.70233 0.3970683 NA 0.4991501 0.1562139
0.5646809 0.1087255 NA 0.1387408 0.06979064
0.060821 0.4182617 NA 0.9349345 0.3848021
0.6633697 0.5727752 NA 0.7559073 0.2118916
0.0703721 0.4022841 NA 0.9015162 0.3644926
0.9300156 0.4528866 NA 0.4471948 0.528525
0.3941657 0.306396 NA 0.4998744 0.1805158
0.8785984 0.8908824 NA 0.9139095 0.7242326
0.82523 0.3571509 NA 0.4214924 0.05334246
0.01259580 0.05206733 NA 0.6920187 0.04390381
0.6700847 0.5877527 NA 0.8139153 0.1283982
0.6485065 0.5216142 NA 0.6876232 0.2153272
0.864706 0.6479576 NA 0.7201705 0.1864224
0.4788606 0.4014108 NA 0.6692455 0.1553049
0.6176772 0.6185402 NA 0.6252084 0.607767
0.518675 0.2641967 NA 0.4124161 0.1044759
0.9492056 0.2269211 NA 0.2312041 0.1468828
0.5350352 0.6935112 NA 0.8429356 0.5215683
0.08375213 0.03505696 NA 0.2091898 0.01913987
0.8457961 0.3583195 NA 0.4214916 0.01182549
0.7763042 0.525505 NA 0.6664403 0.03640937
0.6497664 0.1317433 NA 0.1630452 0.07367069
0.7352908 0.8919858 NA 0.9547918 0.7175276
0.5192463 0.4095564 NA 0.7381846 0.05461575
0.6625379 0.0951487 NA 0.1181246 0.05004028
0.83731 0.1067220 NA 0.0980065 0.1515775
0.2478728 0.2961974 NA 0.7709724 0.1397294
0.6487728 0.5173262 NA 0.6655097 0.2436076
0.1766983 0.1836624 NA 0.9195138 0.02573279
0.4961807 0.3575453 NA 0.6311534 0.08808533
0.4819469 0.1027675 NA 0.181301 0.02970751
0.651266 0.1854274 NA 0.1785401 0.1982893
0.1977515 0.4806885 NA 0.9316776 0.3695212
0.3038903 0.1168395 NA 0.2830549 0.04427723
0.9866848 0.2881936 NA 0.2882776 0.2819694
0.1493813 0.4909715 NA 0.9790831 0.4052519
0.2434528 0.2535786 NA 0.9751485 0.0213813
0.5149519 0.7498666 NA 0.838804 0.6554461
0.9091623 0.7151948 NA 0.7626776 0.2399565
0.5311306 0.7840026 NA 0.7853713 0.7824521
0.713479 0.7387194 NA 0.8692658 0.4136397
0.4504213 0.653537 NA 0.9531754 0.4079607
0.1313904 0.8045743 NA 0.807966 0.8040613
0.1283526 0.1237960 NA 0.2014415 0.1123625
0.67029 0.473368 NA 0.6941847 0.02445454
0.9859825 0.879012 NA 0.8856587 0.4114863
0.4743653 0.6608162 NA 0.6672088 0.655047
0.3485481 0.2146796 NA 0.3366820 0.1494044
0.2761185 0.1633461 NA 0.1736214 0.1594267
0.4324012 0.3391706 NA 0.7436476 0.03103698
0.4446979 0.8833912 NA 0.8936761 0.8751548
0.5849874 0.1202153 NA 0.0910104 0.1613815
0.1333371 0.5319472 NA 0.9936012 0.4609212
0.8412513 0.3694427 NA 0.3461417 0.4929205
0.5618393 0.217998 NA 0.3632722 0.03171757
0.9644188 0.631597 NA 0.6470045 0.2139826
0.926057 0.701986 NA 0.7260957 0.4000375
0.4204903 0.7415761 NA 0.9799131 0.5686396
0.7730172 0.8193745 NA 0.8549511 0.6982142
0.956415 0.1497082 NA 0.1546915 0.04035721
0.638439 0.8060414 NA 0.9955605 0.4713912
