BB BW BB BW BB BW
0.460406376904426 0.817652888689383 0.380559341519897 0.83360752624955 0.462649941757068 0.0949351059853749
0.488453717713485 0.809033974101437 0.408314026587772 0.840741773142126 0.177909077123408 0.169549607257127
0.629366544214102 0.825015475095351 0.247570432787535 0.831079408280555 0.466326927093336 0.116829851761818
0.454969444413306 0.718123663329733 0.480478221982648 0.859505016558682 0.348667696224687 0.216628228782154
0.801838454925067 0.825892413266976 0.481479154429705 0.753275303077402 0.432717321030785 0.473615721554126
0.316194535911816 0.65225613577562 0.44433433853273 0.852686494963614 0.299452755274706 0.0744731204048317
0.438041893123431 0.776151359547285 0.205954737021152 0.767782113541861 0.34945234968519 0.258607603589214
0.467499235521259 0.755362331099835 0.455628785785577 0.799155962483198 0.838170785625838 0.873446772520698
0.480011701205292 0.82715713076331 0.387800528605389 0.74641856490659 0.917772726754032 0.797159549321328
0.411471814619275 0.866660877896773 0.272852989838749 0.821577301635028 0.901820110117745 0.718115846875759
0.67195796382607 0.782206335983179 0.471845251085336 0.903497894895273 0.823048548132643 0.720214040066913
0.549384574343956 0.758630920212308 0.359863850035942 0.830255421885253 0.457826554033375 0.380474438272083
0.370083760294723 0.828600010739886 0.312907947407002 0.810099788249538 0.163537198783010 0.0693574954126574
0.333160031147374 0.775057448206143 0.635859056807907 0.804875652910869 0.718385601987678 0.0502400108026883
0.383300214506698 0.713704699171689 0.545537952581448 0.658060103462193 0.523827826731866 0.278059119496668
0.433997944970283 0.827635004138363 0.536349065192914 0.654903780400919 0.401431862382872 0.387687629914691
0.415864069226439 0.665620619312763 0.326684323557314 0.710195169376458 0.631142447654141 0.145250107410273
0.708479791762668 0.878208091599456 0.386381955359504 0.777745731675495 0.292390017527104 0.353650297162550
0.511832123099361 0.661759648412387 0.357989338778014 0.624961483477126 0.508651122529901 0.0359151334721256
0.371854340589322 0.52914173938138 0.595428423493393 0.843677669585507 0.58937642294317 0.074959453788165
0.496886750789341 0.494895831822562 0.311242126878475 0.872305284257068 0.61278453014615 0.139564754994035
0.568735222792903 0.71197597811389 0.474052910027058 0.726499695665218 0.498738984708617 0.171248533001164
0.76013741252068 0.842957408554133 0.552322140646392 0.792500374916297 0.332150625028173 0.151822347399772
0.730884282465263 0.880383855079757 0.520267449103375 0.730060490919224 0.225148530224337 0.175786722431117
0.434575040614558 0.810247357225562 0.192655767292583 0.537647908579635 0.418792154936477 0.0728435467313416
0.306468829418839 0.563626464355445 0.424150144820676 0.874317111836033 0.77761979962073 0.7583581578013
0.440842442837517 0.643453562276881 0.336330695665005 0.909913382914097 0.85418241960225 0.920562562037978
0.585537304912089 0.770170477110925 0.379856985293408 0.85003728223418 0.716850920567658 0.125809109583195
0.543660030858129 0.847632241057917 0.383129029391273 0.757011620309495 0.920839146602265 0.75102967387372
0.801578949337997 0.72063304846374 0.466895057465849 0.772164126198208 0.540089113228812 0.292225795743973
0.407384254037418 0.800799630653683 0.444133670342544 0.737968391715983 0.656331092666524 0.100045119350891
0.719153667259747 0.790331824262038 0.154761033648856 0.90524497321088 0.237333464884921 0.105703225824030
0.442889307133594 0.730405655393429 0.576646501754382 0.70152645801386 0.487407102203557 0.13336274720088
0.538039472396377 0.793519162791631 0.318462732693925 0.760681899325696 0.664861187147523 0.102993946534291
0.372163223044239 0.89003917764444 0.361273022353157 0.648517092128338 0.387820994364969 0.179628674110874
0.519653201405506 0.78829620175159 0.350479837884920 0.73920545999833 0.923475484177422 0.555068467996543
0.379357418801096 0.752097332506682 0.512660442460054 0.632752059198834 0.520803300020539 0.107287080311125
0.543712151370054 0.915714126491986 0.453640741955555 0.87069972975922 0.164958705068965 0.116295894448840
0.662060879856051 0.779361528956086 0.441351264848554 0.841425725709607 0.803436396954379 0.78377787355273
0.438093261449757 0.707418507508212 0.436572767318984 0.852489992147665 0.447101171498459 0.142837831334718
0.431689512133134 0.676498610991989 0.442791081214299 0.772205008785272 0.698544717050373 0.0335254300795904
0.50390570831358 0.797329027424877 0.420013567349996 0.835987253323792 0.150404776690312 0.353685972597794
0.782914034662273 0.781757394986682 0.37925796238394 0.787116062959025 0.593714927438009 0.0818022599286168
0.416323808343418 0.673029466048945 0.569410002938869 0.852763868398524 0.463741959756112 0.0228792312778216
0.462107178017318 0.660808795256277 0.234169368594899 0.798365634150845 0.457432650272257 0.041511690326512
0.452214444683161 0.771477606779642 0.525598694191971 0.784792994015673 0.931461161563905 0.964261394275811
0.572259350240948 0.623783104650544 0.426446828041122 0.894599091301798 0.90181433127367 0.761450054416108
0.484922258127158 0.898564831869724 0.537957722161798 0.878148399088557 0.555638010822325 0.130202315350434
0.206481312449654 0.733862690638487 0.291223314281744 0.816180801401179 0.875150790493244 0.905528605518731
0.829029037549622 0.88969492678054 0.546125027259724 0.694543733454507 0.783120814678391 0.961279644490796
0.51441951239349 0.855275788379313 0.341004755303322 0.787043778818265 0.530170019973449 0.135638837251132
0.379269466722836 0.65805763297877 0.614708561122709 0.704172956120206 0.578530236236612 0.117485655932177
0.703872457881089 0.905167790131205 0.348885141080386 0.868613726713752 0.862001660247826 0.789393309927204
0.448560448710143 0.761912662664191 0.358703195099877 0.702894009139885 0.704064996368157 0.174277064131004
0.220314534527856 0.652959171675357 0.508987332060355 0.82115763996932 0.900555591826618 0.639714862797115
0.530305097975473 0.723619341201298 0.404330490975386 0.645593568172921 0.631778958889522 0.191575686043548
0.511206349498434 0.712545433738048 0.461422785118466 0.756867489804895 0.45467719163622 0.240354833636563
0.571715946588143 0.920561732467218 0.394698881046513 0.811773174487774 0.454411482736751 0.166002650351466
0.379797207580583 0.690376362452578 0.336253283708792 0.824129484169218 0.724827823029076 0.765535157508363
0.537059350791615 0.811963415229837 0.276567739345932 0.774718525346706 0.736931767533411 0.766058823163376
0.513150003925697 0.846522644173537 0.567769625518239 0.81587877849504 0.614393254383129 0.453113632819338
0.272708268020766 0.593866514309265 0.38590034403771 0.87616346185041 0.248101185968607 0.227248617473841
0.612242342237129 0.78159981690641 0.414407826934765 0.789586519656487 0.722109737408934 0.0551290113594845
0.494964177117024 0.790385770183914 0.372892981833692 0.727001654027568 0.609078775831643 0.187052746660864
0.488500179270219 0.738461060854502 0.36030661357051 0.822964118034022 0.6424599496958 0.256705060650825
0.226681107230233 0.809885451637628 0.229416331315010 0.864486639589025 0.916444469897976 0.874508067707186
0.478024313798384 0.89647355612248 0.514997064824685 0.792824766824492 0.567139366631632 0.116181253678015
0.684130737743151 0.58922723256912 0.459303530961385 0.921229247689847 0.691619638369811 0.120020172974086
0.290984617587933 0.737556652383718 0.375874432425662 0.824823782234735 0.784771241143043 0.765965061355005
0.595348117088481 0.948043789077368 0.276265883125112 0.79484385839209 0.886114463405935 0.755303471012601
0.217862716959207 0.763227353963565 0.280861792288314 0.758484807862439 0.84158138378495 0.469354854736249
0.702008259400057 0.859312431190957 0.314368624301926 0.86129624667707 0.742879658915914 0.64057670476591
