X1 X2
0.231134903580457 0.80583725715437
0.463450031004566 0.3842502012616
0.256415846441847 0.141844879470295
0.5645621802802 0.854702103892807
0.420077086202562 0.224381678211914
0.251067983538948 0.223099667815352
0.152772747442665 0.725927734699472
0.53922660719542 0.398882195307329
0.141558544658008 0.108653298424318
0.217440896501136 0.188867923698633
0.147767931442417 0.144717963936712
0.278761480362367 0.145081969585738
0.368229405003911 0.132489926417455
0.248392536185965 0.184990061562256
0.444583593429845 0.151060172193704
0.352528889040250 0.217172769752165
0.108954474842272 0.852473040524324
0.443063392857202 0.208291478247444
0.291173554533426 0.240391305569946
0.271807576249797 0.848496346892722
