Xnew Y W1 W2new
0.376244676485522 0.222616078983802 0.349686811875468 0.14596793669906
0.504045810448005 0.385289047991152 0.60459382288411 0.162406258966039
0.0537114014214972 0.820485256269828 0.128617052121309 0.859755739819576
0.0491553224248099 0.679760408466398 0.281322349165682 0.700358253449017
0.237175561251633 0.48673936499194 0.145949600512173 0.592696908502109
0.136236849827942 0.665685781726952 0.195140466256849 0.739902436452466
0.705337156262436 0.353275021143996 0.410591687593401 0.216075590068554
0.0494089100587103 0.115689852792186 0.251067983538948 0.108653298424318
0.0918465195386275 0.608476928547308 0.28921607048696 0.640765522126074
0.000144537838010396 0.805758698766596 0.262322916169397 0.80583725715437
0.971079127270483 0.426022137930777 0.433006861023714 0.191495370057947
0.994029263023152 0.467921853388376 0.469850059367324 0.146907349543618
0.976555029784771 0.242777674085213 0.231134903580457 0.727734830894237
0.0119076714300993 0.854812166208453 0.289443697463997 0.861625519341648
0.432116232629481 0.619567111097997 0.278684525411178 0.878952758583633
0.721312597060083 0.307925303392175 0.193061374122813 0.605221837988938
0.198711896117085 0.778647555774507 0.322148915597407 0.891854915181052
0.523236409493828 0.159368133350264 0.0888112782932237 0.236802560475932
0.944011477536196 0.305052894399082 0.272957345462222 0.846209639405317
0.353521702418786 0.162521937983565 0.217440896501136 0.132489926417455
0.962152870929537 0.307051556701370 0.312124021361215 0.178098937175794
0.0239067318770685 0.869150566052026 0.247712563890947 0.88437098830169
0.03912221477223 0.868734052092218 0.166802322545383 0.897313257794496
0.749606626237099 0.488296745950912 0.553155844804026 0.294127029949967
0.913027749530638 0.332116383169341 0.348361514469353 0.161576290304839
0.719193608135778 0.273359372530066 0.291724773453101 0.22632241276925
0.000178886794212594 0.862154069141662 0.165306004795329 0.862278748361412
0.0586306250471599 0.797483773114596 0.509914871135441 0.815394218170245
0.236759602964125 0.626251468490892 0.348783164044203 0.712323020587786
0.099687208122096 0.268163320701238 0.23790315144076 0.271513880437913
0.453316199595291 0.529607094513718 0.256415846441847 0.756140271913442
0.809718521149348 0.213258028339325 0.21339347252952 0.212681662893535
0.861474185725806 0.43548403230735 0.367146359902858 0.860467209612694
0.94485821020993 0.623284266801393 0.650939352732531 0.149412542731921
0.613426204939919 0.278765981544283 0.326289365541885 0.203354534974242
0.176523719898222 0.669939096632132 0.310808712556069 0.746923744347484
0.372119387670141 0.630906317937082 0.498432253672495 0.709418325965791
0.064343395205948 0.748515121473486 0.101607031764766 0.793001808859415
0.552590946546792 0.577081375036932 0.404151267952385 0.790665813757465
0.334822136250177 0.315166040140688 0.311813847754967 0.316853390662819
0.426409429737334 0.51652694496851 0.16487736671748 0.777944590068097
0.000339190740793928 0.866555951922152 0.343398935295638 0.866733462147998
0.999148079221974 0.466894936259688 0.467134272153797 0.186197475819262
0.319854516180357 0.596320883595401 0.278761480362367 0.745660711170526
0.926557444633864 0.43670849998031 0.461206835581802 0.127635441185736
0.906026795747403 0.312606703492143 0.273501179015471 0.689636020725858
0.784461213973456 0.321303975683289 0.3429902230151 0.242376093504597
0.810791546588267 0.440520425894136 0.388704541667953 0.662560615706187
0.906172404281044 0.178070386815936 0.178622331966146 0.172739785941382
0.290828561070079 0.251761873409721 0.129899325331695 0.301737249687343
0.911559698514515 0.409228752195723 0.431268029882745 0.1820685437114
0.0586301426444156 0.838567956289085 0.147727851924882 0.881594672671461
0.203742577556199 0.607679987880228 0.131746420612352 0.729459614678643
0.988261799002685 0.430128380073612 0.433236641910895 0.168437816435541
0.894747847377826 0.441992240815441 0.465010641863298 0.246312967047218
0.0168863400041435 0.798777319975262 0.47426300797793 0.804351303159079
0.703842333637848 0.427405527141164 0.51718411875926 0.214039537965895
0.94476592128856 0.314564695883623 0.324685138812922 0.141456900641862
0.94350134923035 0.285724677136012 0.255366079918677 0.792699216264004
0.865177485696205 0.0979126469104785 0.0747368246336499 0.246635579055383
0.441075467270926 0.389486477921113 0.44193699941971 0.348095132714566
0.905686555081449 0.237358312017653 0.1767955065776 0.818939428818539
0.135405148981387 0.658189147585157 0.263726095137354 0.719966439366875
0.0482355422425531 0.83548356986711 0.456271130958856 0.854702103892807
0.00299439835979396 0.823265251576647 0.251063351936514 0.824983798019049
0.0214386311525492 0.82765397016997 0.296154108272287 0.83929823680424
0.00161429066888865 0.846300010493411 0.457725516340643 0.84692829691039
0.113816860205154 0.609428990991648 0.516569208510501 0.621355429677657
0.140188935871674 0.670764493099982 0.312536309104519 0.72917224104456
0.00165747774026567 0.199802356118677 0.110275838535974 0.199950990687223
0.895381976964795 0.162986861111922 0.162480299425678 0.167322311074793
0.998889978672127 0.420966739269926 0.421234117540324 0.180357421134091
0.744737906575434 0.365664341600646 0.206279901752407 0.830675156488262
0.218878583126922 0.715821602366255 0.138043161437351 0.87772130679127
0.756752813315093 0.0951230712976835 0.0629442071361723 0.1952329484781
0.326143578658111 0.569704578949647 0.19238130602239 0.752327402812373
0.149965804895745 0.675200494092237 0.242560926705415 0.751528177527318
0.951531093226067 0.276402179609265 0.277912465251632 0.246752578576009
0.157295451777789 0.68037461032206 0.158323883822598 0.777818257741419
0.9853089212861 0.266129748542913 0.26740866380063 0.180354793719127
0.0376730273675926 0.778717505815651 0.571547244516339 0.78682777513745
0.414646234497856 0.510639791833511 0.160774000178693 0.758473737114162
0.925209125098275 0.544261734626708 0.581076241476776 0.0888436409296847
0.143909698183779 0.314664875698393 0.429473575556089 0.295365410080875
0.942546197153485 0.237550337843704 0.244595361838831 0.121974688426716
0.257053780338304 0.721733612622176 0.373812080054545 0.8421118349494
0.348160764198886 0.291679476330967 0.420077086202562 0.223099667815352
0.9909576775419 0.604087939440878 0.607863657160896 0.190303042892438
0.845682461012614 0.195545430108155 0.180882403439414 0.275900939666454
0.0614535654748661 0.898497926155893 0.675398726743394 0.913105878148618
0.984032964049988 0.326986301961661 0.329429785460553 0.176396780052294
0.295484772616736 0.709712384159633 0.248392536185965 0.903197187729295
0.457975879992963 0.404581935768445 0.491765239762986 0.330917593364134
0.290939574806161 0.190881536265221 0.178481474481752 0.195969492911322
0.653980199125802 0.353738837221668 0.40216464530134 0.262213671520858
0.0446173286331836 0.130908422160741 0.181590823072866 0.128541503223244
0.0629602661415958 0.860417628534512 0.131492283493516 0.909394563090065
0.103001967568163 0.80240673035608 0.312756607859834 0.858633081154612
0.0815707749325243 0.134783026784958 0.141558544658008 0.134181255599559
0.940873055936141 0.303883602997242 0.273175990662249 0.792526564604107
0.055164739798231 0.849124105897388 0.547125586526102 0.86675645985612
0.677279528209936 0.275931475189773 0.103656314313492 0.637477921355357
0.972114696914806 0.498882043226776 0.507606573173502 0.194734594695404
0.0359623348193237 0.186080464434779 0.364331885286362 0.179430996773696
0.874397275179811 0.191712987012781 0.188295905067473 0.215501381303759
0.845391210701012 0.273600357549865 0.281379840443475 0.231062630607713
0.459788807108692 0.402124605635969 0.0938961237381547 0.664466459847112
0.494350567568428 0.209289553114162 0.184540746565514 0.233485341301112
0.135559194544638 0.376067671317724 0.358568315785965 0.378811871413283
0.45621456746165 0.219946731680226 0.130639873176628 0.294871669690043
0.42583571192934 0.469434649660694 0.5645621802802 0.398882195307329
0.106303148924007 0.741791334375148 0.2766691793541 0.7971165261933
0.158584563977678 0.83878509872447 0.565081605786875 0.890370970849503
0.0397535991640939 0.788266570461913 0.290711406891126 0.808865042393076
0.98529265200418 0.296954296784009 0.299050317069218 0.156535141267005
0.083129208168135 0.139110726177238 0.108954474842272 0.141844879470295
0.77197411790307 0.188030825926620 0.199306798478552 0.149856392023646
0.701749756173766 0.422756858758894 0.271807576249797 0.7779237844801
0.84686805361211 0.183980921706055 0.147767931442417 0.3842502012616
0.929227372297646 0.622962645911733 0.656959255068141 0.176595444084805
0.959431510101976 0.148254776196771 0.146399522033635 0.192130930025392
0.061913334469444 0.79112101607703 0.18470265052035 0.831144379029204
0.953368893379322 0.272280415331186 0.276334010308899 0.189405020810819
0.127611009067334 0.788334080643728 0.419649696503262 0.842264364928075
0.223704249608001 0.321058390514879 0.198066121854971 0.356500930493047
0.764579517865275 0.394241718606089 0.463450031004566 0.169472583626511
0.912237410552387 0.362544990118255 0.38346620818086 0.145081969585738
0.96607882654105 0.677212383834026 0.694495402895658 0.184990061562256
0.131733807136709 0.764600178347232 0.242764480211701 0.843773367146096
0.928282224079947 0.489466600971877 0.5153549668962 0.154379384591728
0.554086691595419 0.409019095146221 0.570559007757688 0.208291478247444
0.108138180229621 0.763770796391864 0.434717786659364 0.803668449686086
0.00272409235621455 0.816889063065061 0.257050936858819 0.818418279552321
0.223692322358756 0.59499566563039 0.121496782171091 0.73143392062371
0.987728676895454 0.0964850127364163 0.096147004499894 0.123691567840181
0.0271051205620234 0.80359087300892 0.349414915553667 0.816244340863852
0.977152399307297 0.211781908854393 0.212645131195464 0.174863381037924
0.251580005055264 0.724410033605358 0.53922660719542 0.786659101865224
0.970898620826724 0.535203767262132 0.524423549976162 0.894860195668524
0.0142078427311521 0.830714682749937 0.52618099630263 0.835103809495851
0.9977447579608 0.545172021856445 0.544491413620036 0.84628085554189
0.149110347520172 0.706527425675018 0.263035174972724 0.784245239532544
0.85828532450252 0.302992133599458 0.313969202903558 0.236510257557458
0.0543889668733959 0.836867132790304 0.29327657187753 0.868132978867014
0.673996085120426 0.155800429789603 0.115656276830033 0.238796371556806
0.999915006139084 0.444559402364996 0.444583593429845 0.159962273857963
0.0368861473561408 0.743560368858571 0.292508337935536 0.760835140301471
0.901374057517354 0.451032151805566 0.488209117732245 0.111259960230197
0.638410085254245 0.315232210180465 0.32955341310087 0.289947211886784
0.94197610708295 0.3108139765127 0.323885236129513 0.0986114918204396
0.99118206074376 0.110078468643726 0.109922423050682 0.127618801820071
0.357755444940071 0.719419239334311 0.610946422688534 0.779842859086745
0.884251454567788 0.380580769297368 0.395294395611495 0.268177236089657
0.642441462775878 0.445808380795721 0.533020557222496 0.289110351347284
0.237083590769785 0.549796828681682 0.102619515144052 0.688761467430585
0.149211870414048 0.6635226218235 0.110386622078286 0.7605320349138
0.864620981805383 0.151582073308925 0.137201052728164 0.243428891964574
0.11542592830448 0.72863162511034 0.183312660646271 0.799788976099222
0.96262584942043 0.469719380057476 0.457978223950693 0.7721300086658
0.855455551783887 0.384909844434451 0.410947461681888 0.230811748627677
0.962407075593712 0.419670890937562 0.430163189571409 0.151060172193704
0.197386081966217 0.758839382267226 0.700130953945263 0.773277490533845
0.37268183042434 0.604011119637752 0.344261827450049 0.75832490546261
0.104624849353543 0.81043989227067 0.204584966554086 0.881234218299748
0.864645570371838 0.402681017493500 0.443063392857202 0.144717963936712
0.0297008817255259 0.83875326501599 0.191608556505222 0.858562381694318
0.9073120334503 0.343199262515314 0.291173554533426 0.852473040524324
0.550739170876041 0.329279179273103 0.420729036401248 0.217172769752165
0.972825744096212 0.31578410639928 0.304021087405736 0.736894724689198
0.827566479087381 0.286808947813998 0.297008187629258 0.237859364585571
0.481696067910038 0.270961012845729 0.30154488066187 0.242537287003807
