Xnew Y W1 W2new
0.055008781828788 0.778057903770244 0.10256424945061 0.817378991990629
0.461945561639134 0.539617660744567 0.353149852798629 0.699709224214642
0.307936372270572 0.298881431313352 0.257920683400835 0.317107073598661
0.231427647157104 0.674925437383843 0.505546557505868 0.725927734699472
0.421442104760262 0.518998777611552 0.252152821739103 0.713378842623108
0.361288280777595 0.462808109640192 0.0637685539393384 0.688525457079712
0.669430165783054 0.245511606486309 0.251322980426706 0.233743112759218
0.863599603782516 0.199159016556522 0.193654631105266 0.234009245929695
0.612558420806983 0.199884852280032 0.17947066991037 0.232160374541922
0.829933352935503 0.414602712019506 0.443240720959477 0.274847861840487
0.970721356336555 0.369162269567837 0.37611659879939 0.138594351816482
0.979602689367622 0.243534488921936 0.244672757450766 0.188867923698633
0.996088120348452 0.447533628284964 0.448756937300397 0.136040513381521
0.529869628712953 0.236298426615429 0.29684432071009 0.16805899265543
0.947505648203578 0.280462961846263 0.250064858399961 0.829138652170932
0.0496034718269367 0.189400060863728 0.371123963936571 0.179915454976454
0.712685775715688 0.290186830931978 0.329605871559818 0.192407510684956
0.298964164968907 0.299139105005934 0.494261686616563 0.215927011183067
0.0628515599778933 0.835192918918734 0.561089316071968 0.853576174226798
0.70094071253603 0.17897589100483 0.152772747442665 0.240391305569946
